"X","full_name","resale_price","registered_year","engine_capacity","insurance","transmission_type","kms_driven","owner_type","fuel_type","max_power","seats","mileage","body_type","city"
5393,"2020 Maruti Ertiga ZXI","₹ 10.90 Lakh","2020","1462 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","103.26bhp",7,"19.01 kmpl","MUV","Chennai"
5410,"2019 Ford Ecosport 1.5 Diesel Titanium BSIV","₹ 9.50 Lakh","2019","1498 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Chennai"
5424,"2020 Toyota Yaris J Optional","₹ 8.50 Lakh","2020","1496 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","105.94bhp",5,"17.1 kmpl","Sedan","Chennai"
5427,"2019 Toyota Innova Crysta 2.4 ZX MT BSIV","₹ 23 Lakh","2019","2393 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Diesel","147.8bhp",7,"13.68 kmpl","MUV","Chennai"
5444,"2019 Maruti Alto 800 CNG LXI","₹ 2.60 Lakh","2019","796 cc","Third Party insurance","Manual","1,10,000 Kms","Second Owner","CNG","40.3bhp",5,"33.44 kmpl","Hatchback","Chennai"
5445,"2020 Maruti Eeco 5 Seater AC 2020-2022","₹ 4.50 Lakh","2020","1196 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","72.41bhp",5,"16.11 kmpl","Minivans","Chennai"
5448,"2020 Kia Sonet HTX Turbo iMT BSVI","₹ 9.40 Lakh","2020","998 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","118.36bhp",5,"18.2 kmpl","SUV","Chennai"
6313,"2020 Ford Ecosport 1.5 Diesel Titanium BSIV","₹ 9.30 Lakh","2020","1498 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Pune"
6324,"2020 Maruti XL6 Alpha AT","₹ 10.50 Lakh","2020","1462 cc","Third Party insurance","Automatic","20,000 Kms","Second Owner","Petrol","103.2bhp",6,"17.99 kmpl","MUV","Pune"
6327,"2018 Maruti Swift Dzire VDI","₹ 7 Lakh","2018","1248 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","74.02bhp",5,"28.4 kmpl","Sedan","Pune"
6340,"2019 Tata Harrier XZ BSIV","₹ 14 Lakh","2019","1956 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","138.1bhp",5,"17 kmpl","SUV","Pune"
6361,"2020 Hyundai Venue S BSIV","₹ 8 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","81.86bhp",5,"17.52 kmpl","SUV","Pune"
6373,"2019 Tata Nexon 1.2 Revotron XM","₹ 7 Lakh","2019","1198 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Pune"
6374,"2019 Tata Nexon 1.2 Revotron XM","₹ 7 Lakh","2019","1198 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Pune"
6392,"2020 Toyota Glanza V","₹ 7.36 Lakh","2020","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Pune"
6394,"2020 Maruti Swift ZXI Plus","₹ 8 Lakh","2020","1197 cc","Third Party insurance","Manual","10,000 Kms","Second Owner","Petrol","81.80bhp",5,"22 kmpl","Hatchback","Pune"
6398,"2020 Hyundai Creta 1.6 CRDi SX","₹ 11.50 Lakh","2020","1582 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","126.2bhp",5,"19.67 kmpl","SUV","Pune"
6399,"2020 Hyundai i20 Sportz Plus CVT","₹ 7.50 Lakh","2020","1197 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","81.86bhp",5,"17.4 kmpl","Hatchback","Pune"
6414,"2020 Renault KWID RXL BSIV","₹ 4.50 Lakh","2020","799 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","53.3bhp",5,"25.17 kmpl","Hatchback","Pune"
6415,"2019 Maruti Vitara Brezza ZDi","₹ 9.50 Lakh","2019","1248 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Pune"
6433,"2019 Maruti Baleno Zeta Diesel","₹ 7 Lakh","2019","1248 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","74bhp",5,"27.39 kmpl","Hatchback","Pune"
6434,"2019 Maruti Baleno Zeta Diesel","₹ 7 Lakh","2019","1248 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","74bhp",5,"27.39 kmpl","Hatchback","Pune"
6497,"2020 Maruti Alto 800 LXI","₹ 3.80 Lakh","2020","796 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Pune"
6499,"2020 Renault Triber RXT BSVI","₹ 6.50 Lakh","2020","999 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","71.01bhp",7,"20 kmpl","MUV","Pune"
6500,"2020 Honda Amaze VX Diesel","₹ 8.20 Lakh","2020","1498 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","98.63bhp",5,"24.7 kmpl","Sedan","Pune"
6516,"2020 Hyundai Grand i10 Nios Sportz","₹ 5.70 Lakh","2020","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Pune"
6520,"2020 Hyundai Grand i10 Nios Sportz CNG","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","CNG","68.05bhp",5,"","Hatchback","Pune"
6521,"2018 Audi Q3 30 TDI Premium FWD","₹ 40 Lakh","2018","1968 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Diesel","147.51bhp",5,"18.51 kmpl","SUV","Pune"
6536,"2019 Maruti Vitara Brezza ZDi Plus","₹ 9.50 Lakh","2019","1248 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Pune"
6537,"2019 Maruti Vitara Brezza ZDi Plus","₹ 9.50 Lakh","2019","1248 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Pune"
6539,"2019 Maruti Ciaz Alpha Diesel","₹ 10.75 Lakh","2019","1248 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","88.50bhp",5,"28.09 kmpl","Sedan","Pune"
6560,"2019 Ford Ecosport 1.5 Diesel Titanium BSIV","₹ 9.10 Lakh","2019","1498 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Diesel","98.96bhp",5,"23 kmpl","SUV","Pune"
6577,"2020 Volkswagen Polo 1.0 MPI Comfortline","₹ 6.20 Lakh","2020","999 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","75.10bhp",5,"17.74 kmpl","Hatchback","Pune"
6595,"2020 Hyundai Aura S AMT","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","81.86bhp",5,"20.1 kmpl","Sedan","Pune"
6597,"2020 Kia Seltos HTX Plus AT D","₹ 16.50 Lakh","2020","1493 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Diesel","113.4bhp",5,"17.8 kmpl","SUV","Pune"
6615,"2019 Maruti Swift Dzire Tour 1.2 S STD CNG","₹ 5.80 Lakh","2019","1197 cc","Third Party insurance","Manual","90,000 Kms","First Owner","CNG","70.40Bhp",5,"26.55 kmpl","Sedan","Pune"
6629,"2018 Maruti Ertiga BSIV VXI AT","₹ 8 Lakh","2018","1373 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","91.1bhp",7,"17.03 kmpl","MUV","Pune"
6630,"2018 Honda BR-V i-VTEC V CVT","₹ 8.65 Lakh","2018","1497 cc","Third Party insurance","Automatic","50,000 Kms","Second Owner","Petrol","117.3bhp",7,"15.4 kmpl","SUV","Pune"
6633,"2018 Maruti Ertiga ZXI AT Petrol","₹ 8 Lakh","2018","1462 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","103bhp",7,"18.69 kmpl","MUV","Pune"
6634,"2018 Maruti Ertiga ZXI AT Petrol","₹ 8 Lakh","2018","1462 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","103bhp",7,"18.69 kmpl","MUV","Pune"
6650,"2018 Maruti Wagon R LXI CNG","₹ 4.50 Lakh","2018","998 cc","Third Party insurance","Manual","60,000 Kms","First Owner","CNG","58.16bhp",5,"26.6 kmpl","Hatchback","Pune"
6651,"2020 Maruti Swift Dzire VXI BSVI","₹ 3.25 Lakh","2020","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","88.50bhp",5,"22.41 kmpl","Sedan","Pune"
6652,"2020 Hyundai Grand i10 Nios AMT Sportz","₹ 7 Lakh","2020","1197 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Pune"
6683,"2019 Hyundai Creta 1.6 CRDi AT S Plus","₹ 12.50 Lakh","2019","1582 cc","Third Party insurance","Automatic","1,20,000 Kms","First Owner","Diesel","126.2bhp",5,"17.01 kmpl","SUV","Pune"
6686,"2018 Hyundai Verna VTVT 1.6 AT SX Option","₹ 10.50 Lakh","2018","1591 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Pune"
6705,"2018 Honda Jazz 1.5 V i DTEC","₹ 6.50 Lakh","2018","1498 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","98.6bhp",5,"27.3 kmpl","Hatchback","Pune"
6708,"2018 Toyota Yaris G CVT BSIV","₹ 6.50 Lakh","2018","1496 cc","Third Party insurance","Automatic","1,10,000 Kms","First Owner","Petrol","105.5bhp",5,"17.8 kmpl","Sedan","Pune"
6726,"2019 Hyundai Verna VTVT 1.6 AT SX Option","₹ 10.50 Lakh","2019","1591 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Pune"
6728,"2018 Hyundai Verna VTVT 1.6 SX Option","₹ 9.50 Lakh","2018","1591 cc","Third Party insurance","Manual","70,000 Kms","Third Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Pune"
6761,"2018 Maruti Ciaz Alpha 1.5","₹ 8 Lakh","2018","1498 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","Diesel","93.87bhp",5,"26.82 kmpl","Sedan","Pune"
6762,"2018 Maruti Ertiga VXI CNG","₹ 8 Lakh","2018","1373 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","CNG","80.46bhp",7,"17.5 kmpl","MUV","Pune"
6778,"2018 Mercedes-Benz GLA Class 200 d Sport","₹ 25 Lakh","2018","2143 cc","Third Party insurance","Automatic","80,000 Kms","Second Owner","Diesel","136bhp",5,"17.9 kmpl","SUV","Pune"
6779,"2020 Hyundai Aura S Diesel","₹ 7.50 Lakh","2020","1186 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","73.97bhp",5,"25.35 kmpl","Sedan","Pune"
6801,"2019 Maruti Alto 800 LXI","₹ 3.30 Lakh","2019","796 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Pune"
6817,"2018 Honda Amaze S CVT i-VTEC","₹ 5.50 Lakh","2018","1199 cc","Third Party insurance","Automatic","80,000 Kms","First Owner","Petrol","88.7bhp",5,"18.1 kmpl","Sedan","Pune"
6818,"2018 Mahindra XUV500 AT W10 FWD","₹ 10.50 Lakh","2018","2179 cc","Third Party insurance","Automatic","80,000 Kms","Second Owner","Diesel","140bhp",7,"16 kmpl","SUV","Pune"
6835,"2018 Mahindra XUV500 W7 BSIV","₹ 12.50 Lakh","2018","2179 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Pune"
6857,"2018 Toyota Innova Crysta 2.4 VX MT 8S BSIV","₹ 18.75 Lakh","2018","2393 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","147.8bhp",8,"13.68 kmpl","MUV","Pune"
6869,"2018 Tata Nexon 1.2 Revotron XE","₹ 7 Lakh","2018","1198 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Pune"
6875,"2018 Mahindra Bolero Power Plus SLX","₹ 7 Lakh","2018","1493 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","70bhp",7,"16.5 kmpl","SUV","Pune"
6876,"2019 Honda City i-DTEC VX","₹ 10.25 Lakh","2019","1498 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","97.9bhp",5,"25.6 kmpl","Sedan","Pune"
6892,"2019 Ford Figo 1.5D Base MT","₹ 6.50 Lakh","2019","1498 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","99bhp",5,"25.83 kmpl","Hatchback","Pune"
6910,"2020 Maruti S-Presso VXI Plus 2019-2022","₹ 4.50 Lakh","2020","998 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","65.71bhp",5,"21.7 kmpl","Hatchback","Pune"
6914,"2019 Honda Amaze VX CVT Diesel BSIV","₹ 7.50 Lakh","2019","1498 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Diesel","78.9bhp",5,"23.8 kmpl","Sedan","Pune"
6926,"2018 Maruti Ciaz 1.4","₹ 7.50 Lakh","2018","1373 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","91.1bhp",5,"28.09 kmpl","Sedan","Pune"
6931,"2018 Hyundai Grand i10 1.2 Kappa Magna AT","₹ 5 Lakh","2018","1197 cc","Third Party insurance","Automatic","70,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Pune"
7090,"2019 Maruti Swift Dzire AMT VXI","₹ 7 Lakh","2019","1197 cc","Third Party insurance","Automatic","40,742 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Pune"
7727,"2018 Hyundai Elantra 1.6 SX Option AT","₹ 14.50 Lakh","2018","1582 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Diesel","126.2bhp",5,"18.23 kmpl","Sedan","Hyderabad"
7730,"2018 Jaguar XJ 3.0L Portfolio","₹ 63 Lakh","2018","2993 cc","Third Party insurance","Automatic","60,000 Kms","Second Owner","Diesel","301.73bhp",5,"14.47 kmpl","Sedan","Hyderabad"
7739,"2019 Hyundai i20 Petrol Spotz","₹ 6.60 Lakh","2019","1197 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Hyderabad"
7740,"2020 Maruti SX4 S Cross Zeta","₹ 7.50 Lakh","2020","1462 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Petrol","103.25bhp",5,"18.55 kmpl","SUV","Hyderabad"
7741,"2019 Jeep Compass 1.4 Limited Option","₹ 14.85 Lakh","2019","1368 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","160bhp",5,"16 kmpl","SUV","Hyderabad"
7742,"2019 Jeep Compass 1.4 Limited Option Black","₹ 14.85 Lakh","2019","1368 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","160bhp",5,"16 kmpl","SUV","Hyderabad"
7755,"2018 Mahindra Scorpio S5 BSIV","₹ 9.60 Lakh","2018","2179 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","120bhp",7,"16.36 kmpl","SUV","Hyderabad"
7760,"2020 Mahindra Marazzo M2 BSVI","₹ 9.50 Lakh","2020","1497 cc","Third Party insurance","Manual","1,10,000 Kms","Second Owner","Diesel","120.96bhp",7,"17.3 kmpl","MUV","Hyderabad"
7772,"2018 Maruti Baleno 1.2 CVT Alpha","₹ 7.40 Lakh","2018","1197 cc","Third Party insurance","Automatic","80,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Hyderabad"
7773,"2019 Maruti Swift Dzire Tour 1.3 S Diesel","₹ 5.50 Lakh","2019","1248 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","Diesel","74.02bhp",5,"19.95 kmpl","Sedan","Hyderabad"
7774,"2018 Maruti Swift VDI Optional","₹ 7 Lakh","2018","1248 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","74bhp",5,"25.2 kmpl","Hatchback","Hyderabad"
7775,"2019 Kia Seltos HTX Plus Diesel","₹ 15 Lakh","2019","1493 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","113.43bhp",5,"20.8 kmpl","SUV","Hyderabad"
7777,"2020 Tata Tiago XZA Plus AMT BSVI","₹ 6.60 Lakh","2020","1199 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Petrol","84.82bhp",5,"19 kmpl","Hatchback","Hyderabad"
7792,"2019 Nissan Terrano XL D Option","₹ 9 Lakh","2019","1461 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","83.14bhp",5,"19.87 kmpl","SUV","Hyderabad"
7793,"2020 Maruti Swift ZXI","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Hyderabad"
7795,"2019 Maruti Swift Dzire Tour 1.3 S Diesel","₹ 6.50 Lakh","2019","1248 cc","Third Party insurance","Manual","1,10,000 Kms","Second Owner","Diesel","74.02bhp",5,"19.95 kmpl","Sedan","Hyderabad"
7832,"2020 Maruti Baleno Zeta","₹ 7.60 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Hyderabad"
7867,"2019 Mahindra XUV300 W8 Option Diesel BSIV","₹ 10 Lakh","2019","1497 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Diesel","115bhp",5,"20 kmpl","SUV","Hyderabad"
7881,"2018 Hyundai Xcent 1.2 CRDi E Plus","₹ 4.20 Lakh","2018","1186 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","73.97bhp",5,"25.4 kmpl","Sedan","Hyderabad"
7884,"2018 Honda Amaze VX i DTEC","₹ 6.50 Lakh","2018","1498 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","98.6bhp",5,"25.8 kmpl","Sedan","Hyderabad"
7886,"2019 Ford Aspire Trend Diesel BSIV","₹ 5.90 Lakh","2019","1498 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","99.23bhp",5,"26.1 kmpl","Sedan","Hyderabad"
7901,"2019 Maruti Ciaz Alpha BSIV","₹ 9 Lakh","2019","1462 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","103.25bhp",5,"21.56 kmpl","Sedan","Hyderabad"
7922,"2018 Skoda Rapid 1.5 TDI AT Style BSIV","₹ 6.80 Lakh","2018","1498 cc","Third Party insurance","Automatic","1,00,000 Kms","Second Owner","Diesel","108.6bhp",5,"21.72 kmpl","Sedan","Hyderabad"
7939,"2020 Maruti Vitara Brezza VXI","₹ 8.80 Lakh","2020","1462 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","103.26bhp",5,"17.03 kmpl","SUV","Hyderabad"
7940,"2020 Renault Triber RXZ BSVI","₹ 6.40 Lakh","2020","999 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","71.01bhp",7,"20 kmpl","MUV","Hyderabad"
7944,"2020 Mahindra XUV300 W6 BSVI","₹ 8.50 Lakh","2020","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","108.6bhp",5,"17 kmpl","SUV","Hyderabad"
7957,"2019 Tata Zest Quadrajet 1.3 75PS XE","₹ 6 Lakh","2019","1248 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","Diesel","74bhp",5,"22.95 kmpl","Sedan","Hyderabad"
7960,"2020 Maruti SX4 S Cross Delta","₹ 8.50 Lakh","2020","1462 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","103.25bhp",5,"18.55 kmpl","SUV","Hyderabad"
7962,"2020 Mahindra XUV300 W6 BSVI","₹ 8.10 Lakh","2020","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","108.6bhp",5,"17 kmpl","SUV","Hyderabad"
7974,"2019 Tata Harrier XZ BSIV","₹ 17.85 Lakh","2019","1956 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","138.1bhp",5,"17 kmpl","SUV","Hyderabad"
7975,"2019 Hyundai i20 Sportz Plus CVT BSIV","₹ 7 Lakh","2019","1197 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","81.86bhp",5,"17.4 kmpl","Hatchback","Hyderabad"
7976,"2020 Honda City V MT","₹ 10 Lakh","2020","1497 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","117.60bhp",5,"17.4 kmpl","Sedan","Hyderabad"
7977,"2019 Hyundai i20 Asta Option Diesel","₹ 7 Lakh","2019","1396 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","88.76bhp",5,"22.54 kmpl","Hatchback","Hyderabad"
7987,"2018 Honda Amaze VX i DTEC","₹ 6 Lakh","2018","1498 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","98.6bhp",5,"25.8 kmpl","Sedan","Hyderabad"
8006,"2020 Hyundai Grand i10 Nios Sportz","₹ 5.99 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Hyderabad"
8009,"2018 Skoda Rapid 1.6 MPI AT Style BSIV","₹ 8.60 Lakh","2018","1598 cc","Third Party insurance","Automatic","80,000 Kms","First Owner","Petrol","103.2bhp",5,"14.84 kmpl","Sedan","Hyderabad"
8026,"2020 Nissan Sunny XE D","₹ 7 Lakh","2020","1461 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","84.8bhp",5,"22.71 kmpl","Sedan","Hyderabad"
8028,"2018 Volkswagen Polo 1.5 TDI Highline Plus","₹ 5.20 Lakh","2018","1498 cc","Third Party insurance","Manual","90,000 Kms","Second Owner","Diesel","88bhp",5,"20.14 kmpl","Hatchback","Hyderabad"
8029,"2020 Skoda Rapid 1.5 TDI Ambition BSIV","₹ 10 Lakh","2020","1498 cc","Third Party insurance","Manual","80,000 Kms","Second Owner","Diesel","108.6bhp",5,"21.13 kmpl","Sedan","Hyderabad"
8047,"2018 Honda Amaze S i-VTEC","₹ 6 Lakh","2018","1198 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","86.7bhp",5,"17.8 kmpl","Sedan","Hyderabad"
8061,"2018 Honda City i-VTEC CVT ZX","₹ 10.50 Lakh","2018","1497 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","117.6bhp",5,"18 kmpl","Sedan","Hyderabad"
8064,"2018 Jeep Compass 1.4 Sport","₹ 8.90 Lakh","2018","1368 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","160bhp",5,"16 kmpl","SUV","Hyderabad"
8065,"2018 Jeep Compass 1.4 Sport","₹ 8.90 Lakh","2018","1368 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","160bhp",5,"16 kmpl","SUV","Hyderabad"
8079,"2019 Maruti Swift VDI","₹ 7 Lakh","2019","1248 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","74bhp",5,"28.4 kmpl","Hatchback","Hyderabad"
8123,"2018 Honda WR-V i-DTEC VX","₹ 7 Lakh","2018","1498 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","98.6bhp",5,"25.5 kmpl","SUV","Hyderabad"
8141,"2018 Honda Amaze S i-DTEC","₹ 6.80 Lakh","2018","1498 cc","Third Party insurance","Manual","1,10,000 Kms","First Owner","Diesel","98.6bhp",5,"25.8 kmpl","Sedan","Hyderabad"
8177,"2020 Maruti Swift VXI","₹ 5.85 Lakh","2020","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Hyderabad"
8181,"2018 Jeep Compass 2.0 Longitude Option BSIV","₹ 15 Lakh","2018","1956 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","170bhp",5,"17.1 kmpl","SUV","Hyderabad"
8200,"2018 Toyota Innova Crysta 2.4 VX MT BSIV","₹ 20.50 Lakh","2018","2393 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","147.8bhp",7,"13.68 kmpl","MUV","Hyderabad"
8201,"2018 Maruti Baleno 1.2 Zeta","₹ 6.20 Lakh","2018","1197 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Hyderabad"
8202,"2020 Mahindra Bolero Pik Up Extra Long FB 1.7T","₹ 8.50 Lakh","2020","2523 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","75.09bhp",2,"","Pickup","Hyderabad"
8235,"2020 Maruti Ignis 1.2 Zeta BSIV","₹ 5.60 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","81.80bhp",5,"20.89 kmpl","Hatchback","Hyderabad"
8239,"2019 Skoda Rapid 1.6 MPI Style BSIV","₹ 8.30 Lakh","2019","1598 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","103.2bhp",5,"14.3 kmpl","Sedan","Hyderabad"
8240,"2018 Tata Nexon 1.5 Revotorq XZA Plus","₹ 12 Lakh","2018","1497 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Diesel","108.5bhp",5,"21.5 kmpl","SUV","Hyderabad"
8258,"2018 Renault KWID 1.0 AMT RXT","₹ 4 Lakh","2018","999 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","67bhp",5,"24.04 kmpl","Hatchback","Hyderabad"
8259,"2018 Renault KWID 1.0 AMT RXT","₹ 4 Lakh","2018","999 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","67bhp",5,"24.04 kmpl","Hatchback","Hyderabad"
8274,"2018 Maruti Swift AMT ZXI Plus","₹ 6.50 Lakh","2018","1197 cc","Third Party insurance","Automatic","50,000 Kms","Second Owner","Petrol","81.80bhp",5,"21.21 kmpl","Hatchback","Hyderabad"
8291,"2018 Tata Nexon 1.2 Revotron XZ Plus","₹ 7.50 Lakh","2018","1198 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Hyderabad"
8297,"2019 Hyundai Grand i10 1.2 Kappa Asta","₹ 6 Lakh","2019","1197 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Hyderabad"
8298,"2018 Jeep Compass 2.0 Longitude Option BSIV","₹ 14.50 Lakh","2018","1956 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Diesel","170bhp",5,"17.1 kmpl","SUV","Hyderabad"
8314,"2018 Jaguar F-Pace Prestige 2.0 AWD","₹ 36 Lakh","2018","1999 cc","Third Party insurance","Automatic","80,000 Kms","Second Owner","Diesel","177bhp",5,"16.38 kmpl","SUV","Hyderabad"
8334,"2019 Mahindra Marazzo M2 BSIV","₹ 11 Lakh","2019","1497 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","121bhp",7,"17.3 kmpl","MUV","Hyderabad"
